id_namespace	local_id	persistent_id	creation_time	abbreviation	name	description	has_time_series_data
https://data.4dnucleome.org	0fbcb4f0-9d93-4a0c-887f-e45a3b3106af	https://data.4dnucleome.org/4DNESJ15KEBD	2025-02-11	4DNESJ15KEBD	Replicate Set 4DNESJ15KEBD	4DNESJ15KEBD: Multiplexed FISH in Sox2 tagged F123-CASTx129 with 4CBS insertions between Sox2 and SE - Knock-out of Kat6b Multiplexed FISH in Sox2 tagged mouse embryonic stem cell line (F123-CASTx129) with a 7.5kb insertion containing 4 CTCF binding sites introduced between Sox2 and its Super Enhancer, with Knock-out of Kat6b gene.	
https://data.4dnucleome.org	73d5cf78-bbae-4572-9159-c364f8abe154	https://data.4dnucleome.org/4DNEXI516O1G	2025-02-11	4DNEXI516O1G	multiplexed FISH Experiment 4DNEXI516O1G	Biological replicate 1, Technical replicate 1 of 4DNESJ15KEBD	
https://data.4dnucleome.org	74f1c9ba-668e-4994-a98b-899c2b7c8c36	https://data.4dnucleome.org/4DNESQD7KQVS	2025-02-11	4DNESQD7KQVS	Replicate Set 4DNESQD7KQVS	4DNESQD7KQVS: Multiplexed FISH in Sox2 tagged F123-CASTx129 with 4CBS insertions between Sox2 and SE - FKBP12(F36V) degron targeting Rad21 (control) Multiplexed FISH in Sox2 tagged mouse embryonic stem cell line (F123-CASTx129) with a 7.5kb insertion containing 4 CTCF binding sites introduced between Sox2 and its Super Enhancer.	
https://data.4dnucleome.org	4b14a35d-0da4-4c2f-9537-b2ee7ae935c0	https://data.4dnucleome.org/4DNEXYNSCQZP	2025-02-11	4DNEXYNSCQZP	multiplexed FISH Experiment 4DNEXYNSCQZP	Biological replicate 1, Technical replicate 1 of 4DNESQD7KQVS	
https://data.4dnucleome.org	bb8ef03a-6f11-46bc-9fb3-6c762eaa9aff	https://data.4dnucleome.org/4DNESTLJOO1C	2025-02-11	4DNESTLJOO1C	Replicate Set 4DNESTLJOO1C	4DNESTLJOO1C: Multiplexed FISH in Sox2 tagged F123-CASTx129 with 4CBS insertions between Sox2 and SE - FKBP12(F36V) degron targeting Rad21 treated with dtag Multiplexed FISH in Sox2 tagged mouse embryonic stem cell line (F123-CASTx129) with a 7.5kb insertion containing 4 CTCF binding sites introduced between Sox2 and its Super Enhancer, treated with dTAG to degrade Rad21.	
https://data.4dnucleome.org	6880338d-de39-4972-ac87-4f96f9fdc151	https://data.4dnucleome.org/4DNEXYQ1XZLY	2025-02-11	4DNEXYQ1XZLY	multiplexed FISH Experiment 4DNEXYQ1XZLY	Biological replicate 1, Technical replicate 1 of 4DNESTLJOO1C	
https://data.4dnucleome.org	89b1c1ea-a429-4ad1-a13b-8f97d6d388c5	https://data.4dnucleome.org/4DNESE2MH977	2025-02-11	4DNESE2MH977	Replicate Set 4DNESE2MH977	4DNESE2MH977: Multiplexed FISH in Sox2 tagged F123-CASTx129 with 4CBS insertions between Sox2 and SE - FKBP12(F36V) degron targeting CTCF with 12hr treatment of A485 + 6hr recovery (control) Multiplexed FISH in Sox2 tagged mouse embryonic stem cell line (F123-CASTx129) with a 7.5kb insertion containing 4 CTCF binding sites introduced between Sox2 and its Super Enhancer, treated with A485 to inhibit p300 activity for 12 hrs followed with 6hr recovery from A485 treatment.	
https://data.4dnucleome.org	cbdafb6f-2a86-4e77-b9bc-4b352bb66e3b	https://data.4dnucleome.org/4DNEXYPSCL48	2025-02-11	4DNEXYPSCL48	multiplexed FISH Experiment 4DNEXYPSCL48	Biological replicate 1, Technical replicate 1 of 4DNESE2MH977	
https://data.4dnucleome.org	fe0d071e-d5b1-4b8f-979a-d57833a1dde9	https://data.4dnucleome.org/4DNES2LZ7D8W	2025-02-11	4DNES2LZ7D8W	Replicate Set 4DNES2LZ7D8W	4DNES2LZ7D8W: Multiplexed FISH in Sox2 tagged F123-CASTx129 with 4CBS insertions between Sox2 and SE - FKBP12(F36V) degron targeting CTCF with 12hr treatment of A485 (control) Multiplexed FISH in Sox2 tagged mouse embryonic stem cell line (F123-CASTx129) with a 7.5kb insertion containing 4 CTCF binding sites introduced between Sox2 and its Super Enhancer, treated with A485 to inhibit p300 activity for 12 hrs.	
https://data.4dnucleome.org	a1e8b86c-2abf-439a-9726-e491f4522e65	https://data.4dnucleome.org/4DNEXAGALPNQ	2025-02-11	4DNEXAGALPNQ	multiplexed FISH Experiment 4DNEXAGALPNQ	Biological replicate 1, Technical replicate 1 of 4DNES2LZ7D8W	
https://data.4dnucleome.org	8820f58a-aab3-4df9-8c0c-92c707ecbb13	https://data.4dnucleome.org/4DNESG53SEUU	2025-02-11	4DNESG53SEUU	Replicate Set 4DNESG53SEUU	4DNESG53SEUU: Multiplexed FISH in Sox2 tagged F123-CASTx129 with 4CBS insertions between Sox2 and SE - FKBP12(F36V) degron targeting CTCF in 24hr differentiation media (control) Multiplexed FISH in Sox2 tagged mouse embryonic stem cell line (F123-CASTx129) with a 7.5kb insertion containing 4 CTCF binding sites introduced between Sox2 and its Super Enhancer, in 24hrs differentiation media.	
https://data.4dnucleome.org	51e41093-1c14-4971-a4c2-2d006a2cc171	https://data.4dnucleome.org/4DNEX9XXD7C8	2025-02-11	4DNEX9XXD7C8	multiplexed FISH Experiment 4DNEX9XXD7C8	Biological replicate 1, Technical replicate 1 of 4DNESG53SEUU	
https://data.4dnucleome.org	1397eac2-e83c-4ab4-a8e7-52760d9bce79	https://data.4dnucleome.org/4DNESX8IACI3	2025-02-11	4DNESX8IACI3	Replicate Set 4DNESX8IACI3	4DNESX8IACI3: Multiplexed FISH in Sox2 tagged F123-CASTx129 with 4CBS insertions between Sox2 and SE - FKBP12(F36V) degron targeting CTCF (control) Multiplexed FISH in Sox2 tagged mouse embryonic stem cell line (F123-CASTx129) with a 7.5kb insertion containing 4 CTCF binding sites introduced between Sox2 and its Super Enhancer.	
https://data.4dnucleome.org	f045b35d-642f-47a8-a7be-3614deac9c26	https://data.4dnucleome.org/4DNEX9XO67T2	2025-02-11	4DNEX9XO67T2	multiplexed FISH Experiment 4DNEX9XO67T2	Biological replicate 1, Technical replicate 1 of 4DNESX8IACI3	
https://data.4dnucleome.org	7d2a9c5c-8209-41cc-b1b8-eae2016c59ca	https://data.4dnucleome.org/4DNESKBC3QBS	2025-02-11	4DNESKBC3QBS	Replicate Set 4DNESKBC3QBS	4DNESKBC3QBS: Multiplexed FISH in Sox2 tagged F123-CASTx129 with 4CBS insertions between Sox2 and SE - FKBP12(F36V) degron targeting CTCF treated with dtag with 12hr treatment of A485 + 6hr recovery Multiplexed FISH in Sox2 tagged mouse embryonic stem cell line (F123-CASTx129) with a 7.5kb insertion containing 4 CTCF binding sites introduced between Sox2 and its Super Enhancer, treated with dTAG to degrade CTCF and A485 to inhibit p300 activity for 12 hrs followed with 6hr recovery from A485 treatment.	
https://data.4dnucleome.org	37ea6875-79fe-4149-9449-b2b45b737b1a	https://data.4dnucleome.org/4DNEXU2GDGY4	2025-02-11	4DNEXU2GDGY4	multiplexed FISH Experiment 4DNEXU2GDGY4	Biological replicate 1, Technical replicate 1 of 4DNESKBC3QBS	
